Move Name,Type,Accuracy,Move Category,Effect Chance,PP,Priority,Power,HP Based Damage,Target,Effect Entry
diamond-storm,rock,95,physical,50,5,0,100,No,all-opponents,Inflicts regular damage.  Has a 50% chance to raise the user's Defense by two stages for each target hit.
steam-eruption,water,95,special,30,5,0,110,No,selected-pokemon,Inflicts regular damage.  Has a 30% chance to burn the target.
hyperspace-hole,psychic,-1,special,-1,5,0,80,No,selected-pokemon,Inflicts regular damage.  Bypasses and removes any protection effect on the target.
water-shuriken,water,100,special,-1,20,1,15,No,selected-pokemon,Inflicts regular damage.  Hits 2–5 times.
mystical-fire,fire,100,special,100,10,0,75,No,selected-pokemon,Inflicts regular damage.  Has a 100% chance to lower the target's Special Attack by one stage.
spiky-shield,grass,-1,status,-1,10,4,-1,No,user,Blocks damaging attacks and damages attacking Pokémon for 1/8 their max HP.
aromatic-mist,fairy,-1,status,-1,20,0,-1,No,ally,Raises a selected ally's Special Defense by one stage.
eerie-impulse,electric,100,status,-1,15,0,-1,No,selected-pokemon,Lowers the target's Special Attack by two stages.
venom-drench,poison,100,status,100,20,0,-1,No,all-opponents,Lowers the target's Attack  Special Attack  and Speed by one stage if it is poisoned.
powder,bug,100,status,-1,20,1,-1,No,selected-pokemon,Explodes if the target uses a fire move this turn  damaging it for 1/4 its max HP and preventing the move.
geomancy,fairy,-1,status,-1,10,0,-1,No,user,Takes one turn to charge  then raises the user's Special Attack  Special Defense  and Speed by two stages.
magnetic-flux,electric,-1,status,-1,20,0,-1,No,user-and-allies,Raises the Defense and Special Defense of all friendly Pokémon with plus or minus by one stage.
happy-hour,normal,-1,status,-1,30,0,-1,No,users-field,Doubles prize money.  Stacks with a held item.  Only works once per battle.
electric-terrain,electric,-1,status,-1,10,0,-1,No,entire-field,For five turns  prevents all Pokémon on the ground from sleeping and strengthens their electric moves to 1.5× their power.  Changes nature power to thunderbolt.
dazzling-gleam,fairy,100,special,-1,10,0,80,No,all-opponents,Inflicts regular damage.
celebrate,normal,-1,status,-1,40,0,-1,No,user,Does nothing.
hold-hands,normal,-1,status,-1,40,0,-1,No,ally,Does nothing.
baby-doll-eyes,fairy,100,status,-1,30,1,-1,No,selected-pokemon,Lowers the target's Attack by one stage.
nuzzle,electric,100,physical,100,20,0,20,No,selected-pokemon,Inflicts regular damage.  Has a 100% chance to paralyze the target.
hold-back,normal,100,physical,-1,40,0,40,No,selected-pokemon,Inflicts regular damage.  Will not reduce the target's HP below 1.
infestation,bug,100,special,100,20,0,20,No,selected-pokemon,Inflicts regular damage.  For the next 2–5 turns  the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field  this effect ends.  Has a 3/8 chance each to hit 2 or 3 times  and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.  rapid spin cancels this effect.
power-up-punch,fighting,100,physical,100,20,0,40,No,selected-pokemon,Inflicts regular damage.  Raises the user's Attack by one stage.
oblivion-wing,flying,100,special,-1,10,0,80,No,selected-pokemon,Deals regular damage.  Drains 75% of the damage inflicted to heal the user.
thousand-arrows,ground,100,physical,100,10,0,90,No,all-opponents,Inflicts regular damage.  Grounds the target until it leaves battle.  Ignores levitation effects and the immunity of flying-type Pokémon.
thousand-waves,ground,100,physical,-1,10,0,90,No,all-opponents,Inflicts regular damage.  Traps the target.
lands-wrath,ground,100,physical,-1,10,0,90,No,all-opponents,Inflicts regular damage.
light-of-ruin,fairy,90,special,-1,5,0,140,No,selected-pokemon,Inflicts regular damage.  User takes 1/2 the damage it inflicts in recoil.
origin-pulse,water,85,special,-1,10,0,110,No,all-opponents,Inflicts regular damage.
precipice-blades,ground,85,physical,-1,10,0,120,No,all-opponents,Inflicts regular damage.
dragon-ascent,flying,100,physical,100,5,0,120,No,selected-pokemon,Inflicts regular damage  then lowers the user's Defense and Special Defense by one stage each.
hyperspace-fury,dark,-1,physical,100,5,0,100,No,selected-pokemon,Inflicts regular damage.  Bypasses and removes any protection effect on the target.
breakneck-blitz--physical,normal,-1,physical,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
breakneck-blitz--special,normal,-1,special,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
all-out-pummeling--physical,fighting,-1,physical,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
all-out-pummeling--special,fighting,-1,special,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
supersonic-skystrike--physical,flying,-1,physical,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
supersonic-skystrike--special,flying,-1,special,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
acid-downpour--physical,poison,-1,physical,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
acid-downpour--special,poison,-1,special,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
tectonic-rage--physical,ground,-1,physical,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
tectonic-rage--special,ground,-1,special,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
continental-crush--physical,rock,-1,physical,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
continental-crush--special,rock,-1,special,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
savage-spin-out--physical,bug,-1,physical,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
savage-spin-out--special,bug,-1,special,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
never-ending-nightmare--physical,ghost,-1,physical,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
never-ending-nightmare--special,ghost,-1,special,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
corkscrew-crash--physical,steel,-1,physical,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
corkscrew-crash--special,steel,-1,special,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
inferno-overdrive--physical,fire,-1,physical,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
inferno-overdrive--special,fire,-1,special,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
hydro-vortex--physical,water,-1,physical,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
hydro-vortex--special,water,-1,special,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
bloom-doom--physical,grass,-1,physical,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
bloom-doom--special,grass,-1,special,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
gigavolt-havoc--physical,electric,-1,physical,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
gigavolt-havoc--special,electric,-1,special,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
shattered-psyche--physical,psychic,-1,physical,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
shattered-psyche--special,psychic,-1,special,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
subzero-slammer--physical,ice,-1,physical,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
subzero-slammer--special,ice,-1,special,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
devastating-drake--physical,dragon,-1,physical,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
devastating-drake--special,dragon,-1,special,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
black-hole-eclipse--physical,dark,-1,physical,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
black-hole-eclipse--special,dark,-1,special,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
twinkle-tackle--physical,fairy,-1,physical,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
twinkle-tackle--special,fairy,-1,special,-1,1,0,-1,No,selected-pokemon,Inflicts regular damage.
catastropika,electric,-1,physical,-1,1,0,210,No,selected-pokemon,Inflicts regular damage.
shore-up,ground,-1,status,-1,5,0,-1,No,user,Heals the user for ½ its max HP.  During a sandstorm  the healing is increased to ⅔.
first-impression,bug,100,physical,-1,10,2,90,No,selected-pokemon,Inflicts regular damage. Can only be used on the user's first turn after entering the field.
baneful-bunker,poison,-1,status,-1,10,4,-1,No,user,Grants the user protection for the rest of the turn.  If a Pokémon attempts to use a move that makes contact with the user  that Pokémon will be poisoned.  This move's chance of success halves every time it's used consecutively with any other protection move.
spirit-shackle,ghost,100,physical,-1,10,0,80,No,selected-pokemon,Inflicts regular damage.  Traps the target.
darkest-lariat,dark,100,physical,-1,10,0,85,No,selected-pokemon,Inflicts regular damage.  Damage calculation ignores the target's stat modifiers  including evasion.
sparkling-aria,water,100,special,-1,10,0,90,No,all-other-pokemon,Inflicts regular damage.  If the target has a burn and takes damage from this move  its burn is healed.
ice-hammer,ice,90,physical,100,10,0,100,No,selected-pokemon,Inflicts regular damage  then lowers the user's Speed by one stage.
floral-healing,fairy,-1,status,-1,10,0,-1,No,selected-pokemon,Heals the target for ½ its max HP.  If grassy terrain is in effect  heals for ⅔ instead.
high-horsepower,ground,95,physical,-1,10,0,95,No,selected-pokemon,Inflicts regular damage.
strength-sap,grass,100,status,100,10,0,-1,No,selected-pokemon,Lowers the target's Attack by one stage.  Heals the user by the target's current Attack  including modifiers  but not including this move's Attack-lowering effect.  If the target's Attack is already at -6  this move will fail.  In any other situation that would prevent a stat modification  the healing will still succeed.
solar-blade,grass,100,physical,-1,10,0,125,No,selected-pokemon,Inflicts regular damage.  User charges for one turn before attacking.  During sunny day  the charge turn is skipped.  During hail  rain dance  or sandstorm  power is halved.  This move cannot be selected by sleep talk.
leafage,grass,100,physical,-1,40,0,40,No,selected-pokemon,Inflicts regular damage.
spotlight,normal,-1,status,-1,15,3,-1,No,selected-pokemon,For the duration of the turn  if the target is also a valid target for a move used by one of its opponents  that move will target it instead.
toxic-thread,poison,100,status,100,20,0,-1,No,selected-pokemon,Poisons the target and lowers its Speed by one stage.
laser-focus,normal,-1,status,-1,30,0,-1,No,user,The user's next move will result in a critical hit.
gear-up,steel,-1,status,-1,20,0,-1,No,user-and-allies,Raises the Attack and Special Attack of all friendly Pokémon with plus or minus by one stage.
throat-chop,dark,100,physical,100,15,0,80,No,selected-pokemon,Inflicts regular damage.  Silences the target for two turns  preventing it from using any sound-based moves.
pollen-puff,bug,100,special,-1,15,0,90,No,selected-pokemon,If the target is an opponent  inflicts regular damage.  If the target is an ally  heals the target for 50% of its max HP.
anchor-shot,steel,100,physical,-1,20,0,80,No,selected-pokemon,Inflicts regular damage.  Traps the target.
psychic-terrain,psychic,-1,status,-1,10,0,-1,No,entire-field,Changes the terrain to Psychic Terrain for 5 turns.  Overrides electric terrain  grassy terrain  and misty terrain.  All Pokémon on the ground are immune to moves with priority greater than 0.  (Moves that target the field rather than individual Pokémon  such as spikes  are not affected.)  Additionally  when a Pokémon on the ground uses a psychic-type move  that move's power is increased to 1.5×.  If a Pokémon is holding a Terrain Extender when creating Psychic Terrain (by any means)  the effect lasts for 8 turns instead of 5.
lunge,bug,100,physical,100,15,0,80,No,selected-pokemon,Inflicts regular damage.  Lowers the target's Attack by one stage.
fire-lash,fire,100,physical,100,15,0,80,No,selected-pokemon,Inflicts regular damage.  Lowers the target's Defense by one stage.
power-trip,dark,100,physical,-1,10,0,20,No,selected-pokemon,Inflicts regular damage.  Power is increased by 100% its original value for every stage any of the user's stats have been raised.  Accuracy  evasion  and lowered stats do not affect this move's power.  For a Pokémon with all five stats modified to +6  this move's power is 31×.
burn-up,fire,100,special,-1,5,0,130,No,selected-pokemon,Inflicts regular damage.  Removes the user's fire type after damage calculation.  If the user is not fire-type  this move will fail.
speed-swap,psychic,-1,status,-1,10,0,-1,No,selected-pokemon,Exchanges the original Speed stats of the user and target.
smart-strike,steel,-1,physical,-1,10,0,70,No,selected-pokemon,Inflicts regular damage.  Ignores accuracy and evasion modifiers.
purify,poison,-1,status,-1,20,0,-1,No,selected-pokemon,Cures the target of its major status ailment and heals the user for 50% of its max HP.  If the target has no major status ailment  this move will fail.
revelation-dance,normal,100,special,-1,15,0,90,No,selected-pokemon,Inflicts regular damage.  This move's type matches the user's first type  if any; otherwise  it's typeless.
core-enforcer,dragon,100,special,-1,10,0,100,No,all-opponents,Inflicts regular damage.  If the target has already moved this turn  its ability is nullified.
trop-kick,grass,100,physical,100,15,0,70,No,selected-pokemon,Inflicts regular damage.  Lowers the target's Attack by one stage.
instruct,psychic,-1,status,-1,15,0,-1,No,selected-pokemon,The target immediately uses its most recently-used move.  This is independent of the target's normal action for the turn (i.e.  it may end up moving twice)  but otherwise functions as usual  including deduction of PP.  This effect works for disabled moves and ignores torment.
beak-blast,flying,100,physical,-1,15,-3,100,No,selected-pokemon,Begins charging at the start of the turn  then attacks as normal.  Any Pokémon that makes contact with the user while charging is burned.  The charging is not affected by accuracy  sleep  paralysis  or any other effect that would interfere with a move.
clanging-scales,dragon,100,special,100,5,0,110,No,all-opponents,Inflicts regular damage.  Lowers the user's Defense by one stage.
dragon-hammer,dragon,100,physical,-1,15,0,90,No,selected-pokemon,Inflicts regular damage.
brutal-swing,dark,100,physical,-1,20,0,60,No,all-other-pokemon,Inflicts regular damage.
aurora-veil,ice,-1,status,-1,20,0,-1,No,users-field,Places the Aurora Veil effect on the user's side of the field for the next 5 turns.  If the weather is not hail  or the weather is disabled by the effects of cloud nine or air lock  this move will fail.  Any regular damage dealt to an affected Pokémon is reduced by ½.  (If there are multiple Pokémon on the affected field  the reduction is ⅓.)
sinister-arrow-raid,ghost,-1,physical,-1,1,0,180,No,selected-pokemon,Inflicts regular damage.
malicious-moonsault,dark,-1,physical,-1,1,0,180,No,selected-pokemon,Inflicts regular damage.
oceanic-operetta,water,-1,special,-1,1,0,195,No,selected-pokemon,Inflicts regular damage.
guardian-of-alola,fairy,-1,special,-1,1,0,-1,No,selected-pokemon,Inflicts direct damage equal to ¾ of the target's remaining HP.
soul-stealing-7-star-strike,ghost,-1,physical,-1,1,0,195,No,selected-pokemon,Inflicts regular damage.
stoked-sparksurfer,electric,-1,special,100,1,0,175,No,selected-pokemon,Inflicts regular damage.  Has a 100% chance to paralyze the target.
pulverizing-pancake,normal,-1,physical,-1,1,0,210,No,selected-pokemon,Inflicts regular damage.
extreme-evoboost,normal,-1,status,100,1,0,-1,No,user,Raises the user's Attack  Defense  Special Attack  Special Defense  and Speed by two stages each.
genesis-supernova,psychic,-1,special,-1,1,0,185,No,selected-pokemon,Inflicts regular damage  then (if successful) changes the terrain to psychic terrain.
shell-trap,fire,100,special,-1,5,-3,150,No,all-opponents,Inflicts regular damage.  If the user was not yet hit by an opponent's physical move this turn  this move will fail.
fleur-cannon,fairy,90,special,100,5,0,130,No,selected-pokemon,Inflicts regular damage  then lowers the user's Special Attack by two stages.
psychic-fangs,psychic,100,physical,-1,10,0,85,No,selected-pokemon,Destroys any light screen or reflect on the target's side of the field  then inflicts regular damage.
stomping-tantrum,ground,100,physical,-1,10,0,75,No,selected-pokemon,Inflicts regular damage.  Power is doubled if the user's last move failed for any reason (i.e.  produced the message "But it failed!") or was ineffective due to types.
shadow-bone,ghost,100,physical,20,10,0,85,No,selected-pokemon,Inflicts regular damage.  Has a 20% chance to lower the target's Defense by one stage.
accelerock,rock,100,physical,-1,20,1,40,No,selected-pokemon,Inflicts regular damage.
liquidation,water,100,physical,20,10,0,85,No,selected-pokemon,Inflicts regular damage.  Has a 20% chance to lower the target's Defense by one stage.
prismatic-laser,psychic,100,special,-1,10,0,160,No,selected-pokemon,Inflicts regular damage.  User loses its next turn to "recharge"  and cannot attack or switch out during that turn.
spectral-thief,ghost,100,physical,-1,10,0,90,No,selected-pokemon,Steals the target's stat increases  then inflicts regular damage.  Will not steal stat increases that would put any of the user's stats at more than +6; any excess is left on the target.  Stolen increases are affected by abilities as normal.
sunsteel-strike,steel,100,physical,-1,5,0,100,No,selected-pokemon,Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular  it hits through disguise
moongeist-beam,ghost,100,special,-1,5,0,100,No,selected-pokemon,Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular  it hits through disguise
tearful-look,normal,-1,status,100,20,0,-1,No,selected-pokemon,Lowers the target's Attack and Special Attack by one stage each.
zing-zap,electric,100,physical,30,10,0,80,No,selected-pokemon,Inflicts regular damage.  Has a 30% chance to make the target flinch.
natures-madness,fairy,90,special,-1,10,0,-1,No,selected-pokemon,Inflicts typeless damage equal to half the target's remaining HP.
multi-attack,normal,100,physical,-1,10,0,120,No,selected-pokemon,Inflicts regular damage.  If the user is holding a plate or a drive  this move's type is the type corresponding to that item.  Note: This effect is technically shared by both techno blast and judgment; however  Techno Blast is only affected by drives  and Judgment is only affected by plates.
10-000-000-volt-thunderbolt,electric,-1,special,-1,1,0,195,No,selected-pokemon,Inflicts regular damage.
mind-blown,fire,100,special,-1,5,0,150,No,all-other-pokemon,Inflicts damage  and the user takes damage equal to half of its max HP  rounded up. The user still takes damage if the move is blocked by Protect or Substitute  misses  or if the target has Flash Fire.
plasma-fists,electric,100,physical,-1,15,0,100,No,selected-pokemon,After inflicting damage  all Normal-type moves become Electric-type for the remainder of the turn  including status moves. This effect is applied after move type-changing abilities  such as Pixilate and Normalize.
photon-geyser,psychic,100,special,-1,5,0,100,No,selected-pokemon,Inflicts regular damage.
light-that-burns-the-sky,psychic,-1,special,-1,1,0,200,No,selected-pokemon,Inflicts damage using either Attack or Special Attack stat  whichever is higher. Determining which stat is used takes into account stat changes but not held items or abilities.
searing-sunraze-smash,steel,-1,physical,-1,1,0,200,No,selected-pokemon,Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular  it hits through disguise
menacing-moonraze-maelstrom,ghost,-1,special,-1,1,0,200,No,selected-pokemon,Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular  it hits through disguise
lets-snuggle-forever,fairy,-1,physical,-1,1,0,190,No,selected-pokemon,Inflicts regular damage.
splintered-stormshards,rock,-1,physical,-1,1,0,190,No,selected-pokemon,Inflicts damage and removes any terrain present on the battlefield.
clangorous-soulblaze,dragon,-1,special,100,1,0,185,No,all-opponents,Inflicts sound-based damage to all opposing Pokémon and increases the user's Attack  Defense  Special Attack  Special Defense  and Speed by one stage each. The user's stats are not raised if the move fails to damage any opposing Pokémon.
zippy-zap,electric,100,physical,100,10,2,80,No,selected-pokemon,Inflicts regular damage.
splishy-splash,water,100,special,30,15,0,90,No,all-opponents,Inflicts regular damage.
floaty-fall,flying,95,physical,30,15,0,90,No,selected-pokemon,Inflicts regular damage.
pika-papow,electric,-1,special,-1,20,0,-1,No,selected-pokemon,Inflicts regular damage.
bouncy-bubble,water,100,special,-1,20,0,60,No,selected-pokemon,Inflicts regular damage.
buzzy-buzz,electric,100,special,100,20,0,60,No,selected-pokemon,Inflicts regular damage.
sizzly-slide,fire,100,physical,100,20,0,60,No,selected-pokemon,Inflicts regular damage.
glitzy-glow,psychic,95,special,-1,15,0,80,No,selected-pokemon,Inflicts regular damage.
baddy-bad,dark,95,special,-1,15,0,80,No,selected-pokemon,Inflicts regular damage.
sappy-seed,grass,90,physical,100,10,0,100,No,selected-pokemon,Inflicts regular damage.
freezy-frost,ice,90,special,-1,10,0,100,No,selected-pokemon,Inflicts regular damage.
sparkly-swirl,fairy,85,special,-1,5,0,120,No,selected-pokemon,Inflicts regular damage.
veevee-volley,normal,-1,physical,-1,20,0,-1,No,selected-pokemon,Inflicts regular damage.
double-iron-bash,steel,100,physical,30,5,0,60,No,selected-pokemon,Inflicts regular damage.  Hits twice in one turn.
max-guard,normal,-1,status,-1,10,4,-1,No,user,No moves will hit the user for the remainder of this turn.  If the user is last to act this turn  this move will fail.  If the user successfully used detect  endure  protect  quick guard  or wide guard on the last turn  this move has a 50% chance to fail.  lock on  mind reader  and no guard provide a (100 – accuracy)% chance for moves to break through this move.  This does not apply to one-hit KO moves (fissure  guillotine  horn drill  and sheer cold); those are always blocked by this move.  thunder during rain dance and blizzard during hail have a 30% chance to break through this move.  The following effects are not prevented by this move:  * acupressure from an ally * curse's curse effect * Delayed damage from doom desire and future sight; however  these moves will be prevented if they are used this turn * feint  which will also end this move's protection after it hits * imprison * perish song * shadow force * Moves that merely copy the user  such as transform or psych up  This move cannot be selected by assist or metronome.
dynamax-cannon,dragon,100,special,-1,5,0,100,No,selected-pokemon,Inflicts regular damage  then (if successful) sets light screen on the user's side of the field.
snipe-shot,water,100,special,-1,15,0,80,No,selected-pokemon,Inflicts regular damage  then (if successful) sets reflect on the user's side of the field.
jaw-lock,dark,100,physical,-1,10,0,80,No,selected-pokemon,Inflicts regular damage  then (if successful) sets leech seed on the target.
stuff-cheeks,normal,-1,status,100,10,0,-1,No,user,Inflicts regular damage  then (if successful) removes major status effects from every Pokémon in the user's party.
no-retreat,fighting,-1,status,100,5,0,-1,No,user,Inflicts regular damage.  Hits twice in one turn  with a 100% chance to make the target flinch.
tar-shot,rock,100,status,100,15,0,-1,No,selected-pokemon,None
magic-powder,psychic,100,status,-1,20,0,-1,No,selected-pokemon,None
dragon-darts,dragon,100,physical,-1,10,0,50,No,selected-pokemon,None
teatime,normal,-1,status,-1,10,0,-1,No,all-pokemon,None
octolock,fighting,100,status,-1,15,0,-1,No,selected-pokemon,None
bolt-beak,electric,100,physical,-1,10,0,85,No,selected-pokemon,None
fishious-rend,water,100,physical,-1,10,0,85,No,selected-pokemon,None
court-change,normal,100,status,-1,10,0,-1,No,entire-field,None
max-flare,fire,-1,physical,-1,10,0,100,No,selected-pokemon-me-first,Inflicts regular damage.
max-flutterby,bug,-1,physical,-1,10,0,10,No,selected-pokemon-me-first,Inflicts regular damage.
max-lightning,electric,-1,physical,-1,10,0,10,No,selected-pokemon-me-first,Inflicts regular damage.
max-strike,normal,-1,physical,-1,10,0,10,No,selected-pokemon-me-first,Inflicts regular damage.
max-knuckle,fighting,-1,physical,-1,10,0,10,No,selected-pokemon-me-first,Inflicts regular damage.
max-phantasm,ghost,-1,physical,-1,10,0,10,No,selected-pokemon-me-first,Inflicts regular damage.
max-hailstorm,ice,-1,physical,-1,10,0,10,No,selected-pokemon-me-first,Inflicts regular damage.
max-ooze,poison,-1,physical,-1,10,0,10,No,selected-pokemon-me-first,Inflicts regular damage.
max-geyser,water,-1,physical,-1,10,0,10,No,selected-pokemon-me-first,Inflicts regular damage.
max-airstream,flying,-1,physical,-1,10,0,10,No,selected-pokemon-me-first,Inflicts regular damage.
max-starfall,fairy,-1,physical,-1,10,0,10,No,selected-pokemon-me-first,Inflicts regular damage.
max-wyrmwind,dragon,-1,physical,-1,10,0,10,No,selected-pokemon-me-first,Inflicts regular damage.
max-mindstorm,psychic,-1,physical,-1,10,0,10,No,selected-pokemon-me-first,Inflicts regular damage.
max-rockfall,rock,-1,physical,-1,10,0,10,No,selected-pokemon-me-first,Inflicts regular damage.
max-quake,ground,-1,physical,-1,10,0,10,No,selected-pokemon-me-first,Inflicts regular damage.
max-darkness,dark,-1,physical,-1,10,0,10,No,selected-pokemon-me-first,Inflicts regular damage.
max-overgrowth,grass,-1,physical,-1,10,0,10,No,selected-pokemon-me-first,Inflicts regular damage.
max-steelspike,steel,-1,physical,-1,10,0,10,No,selected-pokemon-me-first,Inflicts regular damage.
clangorous-soul,dragon,100,status,100,5,0,-1,No,user,None
body-press,fighting,100,physical,-1,10,0,80,No,selected-pokemon,None
decorate,fairy,-1,status,100,15,0,-1,No,selected-pokemon,None
drum-beating,grass,100,physical,100,10,0,80,No,selected-pokemon,Inflicts regular damage.  Has a 100% chance to lower the target's Speed by one stage.
snap-trap,grass,100,physical,100,15,0,35,No,selected-pokemon,Inflicts regular damage.  For the next 2–5 turns  the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field  this effect ends.  Has a 3/8 chance each to hit 2 or 3 times  and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.  rapid spin cancels this effect.
pyro-ball,fire,90,physical,10,5,0,120,No,selected-pokemon,Inflicts regular damage.  Has a 10% chance to burn the target.
behemoth-blade,steel,100,physical,-1,5,0,100,No,selected-pokemon,None
behemoth-bash,steel,100,physical,-1,5,0,100,No,selected-pokemon,None
aura-wheel,electric,100,physical,100,10,0,110,No,selected-pokemon,None
breaking-swipe,dragon,100,physical,100,15,0,60,No,all-opponents,Inflicts regular damage.  Lowers the target's Attack by one stage.
branch-poke,grass,100,physical,-1,40,0,40,No,selected-pokemon,Inflicts regular damage.
overdrive,electric,100,special,-1,10,0,80,No,all-opponents,None
apple-acid,grass,100,special,100,10,0,80,No,selected-pokemon,None
grav-apple,grass,100,physical,100,10,0,80,No,selected-pokemon,Inflicts regular damage.  Lowers the target's Defense by one stage.
spirit-break,fairy,100,physical,100,15,0,75,No,selected-pokemon,Inflicts regular damage.  Has a 100% chance to lower the target's Special Attack by one stage.
strange-steam,fairy,95,special,20,10,0,90,No,selected-pokemon,Inflicts regular damage.  Has a 20% chance to confuse the target.
life-dew,water,-1,status,-1,10,0,-1,No,user-and-allies,None
obstruct,dark,100,status,-1,10,4,-1,No,user,None
false-surrender,dark,-1,physical,-1,10,0,80,No,selected-pokemon,Inflicts regular damage.  Ignores accuracy and evasion modifiers.
meteor-assault,fighting,100,physical,-1,5,0,150,No,selected-pokemon,Inflicts regular damage.  User loses its next turn to "recharge"  and cannot attack or switch out during that turn.
eternabeam,dragon,90,special,-1,5,0,160,No,selected-pokemon,Inflicts regular damage.  User loses its next turn to "recharge"  and cannot attack or switch out during that turn.
steel-beam,steel,95,special,-1,5,0,140,No,selected-pokemon,Inflicts damage  and the user takes damage equal to half of its max HP  rounded up. The user still takes damage if the move is blocked by Protect or Substitute  misses  or if the target has Flash Fire.
expanding-force,psychic,100,special,-1,10,0,80,No,selected-pokemon,Inflicts regular damage.
steel-roller,steel,100,physical,-1,5,0,130,No,selected-pokemon,Inflicts regular damage.
scale-shot,dragon,90,physical,-1,20,0,25,No,selected-pokemon,Inflicts regular damage two to five times in a row  raising the user's Speed and lowering the user's Defense by one stage each upon last hit.
meteor-beam,rock,90,special,100,10,0,120,No,selected-pokemon,Inflicts regular damage.
shell-side-arm,poison,100,special,20,10,0,90,No,selected-pokemon,Inflicts regular damage.
misty-explosion,fairy,100,special,-1,5,0,100,No,all-other-pokemon,Inflicts regular damage.
grassy-glide,grass,100,physical,-1,20,0,55,No,selected-pokemon,Inflicts regular damage.
rising-voltage,electric,100,special,-1,20,0,70,No,selected-pokemon,Inflicts regular damage.
terrain-pulse,normal,100,special,-1,10,0,50,No,selected-pokemon,Inflicts regular damage.
skitter-smack,bug,90,physical,100,10,0,70,No,selected-pokemon,Inflicts regular damage.
burning-jealousy,fire,100,special,100,5,0,70,No,all-opponents,Inflicts regular damage.
lash-out,dark,100,physical,-1,5,0,75,No,selected-pokemon,Inflicts regular damage.
poltergeist,ghost,90,physical,-1,5,0,110,No,selected-pokemon,Inflicts regular damage.
corrosive-gas,poison,100,status,-1,40,0,-1,No,all-other-pokemon,Inflicts regular damage.
coaching,fighting,-1,status,100,10,0,-1,No,user-and-allies,Inflicts regular damage.
flip-turn,water,100,physical,-1,20,0,60,No,selected-pokemon,Inflicts regular damage.
triple-axel,ice,90,physical,-1,10,0,20,No,selected-pokemon,Inflicts regular damage.
dual-wingbeat,flying,90,physical,-1,10,0,40,No,selected-pokemon,Inflicts regular damage.
scorching-sands,ground,100,special,30,10,0,70,No,selected-pokemon,Inflicts regular damage.
jungle-healing,grass,-1,status,-1,10,0,-1,No,user-and-allies,Inflicts regular damage.
wicked-blow,dark,100,physical,-1,5,0,75,No,selected-pokemon,Inflicts regular damage.
surging-strikes,water,100,physical,-1,5,0,25,No,selected-pokemon,Inflicts regular damage.
thunder-cage,electric,90,special,100,15,0,80,No,selected-pokemon,Inflicts regular damage.
dragon-energy,dragon,100,special,-1,5,0,150,No,all-opponents,Inflicts regular damage.
freezing-glare,psychic,100,special,10,10,0,90,No,selected-pokemon,Inflicts regular damage.
